StartDate,EndDate,Progress,Duration__in_seconds_,Finished,RecordedDate,DistributionChannel,UserLanguage,Consent2,Q1,Q2,Q3,Q4_1,Q5_1,Q6a,Q6b,Q6b_5_TEXT,Q7,Q8,Q8_5_TEXT,Q9,Q9_5_TEXT,Q10,Q10_5_TEXT,Q11,Q11_5_TEXT,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_5_TEXT,Q13_1,Q13_2,Q13_3,Q13_4,Q14_1,Q14_2,Q14_3,Q14_4,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q16,Q17,Q18,Q19,Q20,Q21,Q22a_1,Q22a_2,Q22a_3,Q22b,Q23,Q23_5_TEXT,Q24,Q25,Q26,Q27,Q27_4_TEXT,Q28,Q29,Q30,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_6,Q32_1,Q32_2,Q32_3,Q32_4,Q32_5,Q32_6,Q32_7,Q32_8,Q32_9,Q33a_1,Q33a_2,Q33a_3,Q33a_4,Q33a_5,Q33a_6,Q80_1,Q80_2,Q80_3,Q80_4,Q80_5,Q80_6,Q34_1,Q34_2,Q34_3,Q34_4,Q34_5,Q35_1,Q35_2,Q35_3,Q35_4,Q35_5,Q35_6,Q35a,Q35b,Q35c,Q35d,Q35e,Q35f,Q35g,Q35h,Q35i,Q35j,Q35k,Q35l,Q36,Q36_7_TEXT,Q38,Q38_4_TEXT,Q39,Q40,Q40_12_TEXT,Q41,Q42,Q43,Q44,Q45,Q46,Q48,Social,Private,Public,Control,yob,gender,FSA,PR,FED2013,CSD,PCtype,FEDENAME,CSDNAME,CSDTYPE,LANDAREA,pop_2021,pop_density,geo_good
2022-05-20T23:05:35Z,2022-05-20T23:16:36Z,100,661,1,2022-05-20T23:16:37Z,anonymous,EN,1,3,2,"Inflation, housing affordibiity",3,2,3,NA,,6,NA,,NA,,NA,,NA,,1,NA,NA,NA,NA,NA,NA,,0,66,0,60,59,0,0,45,4,3,3,3,3,3,3,2,3,3,3,2,3,3,3,4,3,6,,NA,2,3,2,,2,1100,1,10,9,7,4,3,1,11,11,10,10,10,9,10,11,11,11,11,7,8,11,2,10,9,11,10,3,10,25,50,25,25,25,9,9,10,10,5,6,,efficient use of land,,efficient use of land,,efficient use of land,,efficient use of land,inefficient use of land,,,,1,,1,,10,2,,2,44000,NA,1,2,2,1,1,NA,NA,NA,1986,1,L6P,35,35009,3521010,1,Brampton East,Brampton,CY,265.8874,656480,2469.01507931553,1
2022-05-26T08:24:04Z,2022-05-26T08:34:34Z,100,630,1,2022-05-26T08:34:35Z,anonymous,EN,1,2,2,Inflation,7,7,1,1,,1,1,,NA,,NA,,NA,,NA,1,1,NA,NA,NA,NA,,85,17,24,84,32,50,NA,NA,1,1,4,1,1,1,1,3,3,2,3,2,3,2,2,2,2,1,,1,1,2,2,,2,1400,2,11,7,4,1,1,1,11,4,6,9,7,7,11,11,8,11,6,8,11,10,6,12,6,9,8,12,11,25,50,25,50,25,7,7,7,7,7,7,,Desperately need more apartments,,Desperately needs more apartments,,More places to live,,More places to live,,More places to live,,More places to live,6,,2,,7,1,,1,86000,NA,1,1,2,3,NA,NA,1,NA,1965,2,N8H,35,35017,3537003,1,Chatham-Kent--Leamington,Leamington,MU,261.2438,29680,113.6103517097822,1
2022-05-26T10:18:46Z,2022-05-26T10:32:14Z,100,807,1,2022-05-26T10:32:14Z,anonymous,EN,1,3,3,Cost of living,3,5,1,2,,1,6,,NA,,NA,,6,,NA,NA,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,0,0,NA,3,1,1,3,1,3,3,3,3,3,3,3,3,4,4,4,3,6,,NA,1,1,1,,2,NA,2,11,11,11,10,6,2,6,6,6,6,4,6,6,6,6,11,6,2,11,9,11,6,3,11,11,11,7,100,100,100,50,50,5,2,5,2,11,7,No building in my area,,No building in my area,,No multi family dwellings in my area,,Not in my srea,,,Only single large property’s in my area,,I really do not,1,,2,,5,2,,3,125000,NA,1,1,2,3,NA,NA,NA,1,1960,2,L3T,35,35055,3519036,1,Markham--Thornhill,Markham,CY,210.9319,338503,1604.7975673665292,1
2022-05-26T07:54:29Z,2022-05-26T08:05:55Z,100,685,1,2022-05-26T08:05:55Z,anonymous,EN,1,1,1,Gun control,7,7,1,2,,1,2,,NA,,NA,,NA,,1,NA,1,1,NA,NA,NA,,11,93,0,9,100,32,39,32,3,3,4,3,3,3,3,2,2,3,2,2,2,2,1,1,1,3,,1,2,2,1,,2,300,2,11,11,10,10,10,9,10,10,7,6,7,8,9,8,8,8,11,11,8,9,9,9,9,9,9,8,8,75,75,50,75,50,6,9,6,9,7,7,,,,I think it is good for the people and not affected myself,,,,I think it is good for the people and not affected myself,,Why not,,Same as above,1,,1,,4,1,,2,140000,NA,1,1,3,3,NA,1,NA,NA,1960,1,L3R,35,35055,3519036,1,Markham--Thornhill,Markham,CY,210.9319,338503,1604.7975673665292,1
2022-05-22T15:01:40Z,2022-05-22T15:08:04Z,100,383,1,2022-05-22T15:08:04Z,anonymous,EN,1,2,2,job,5,5,1,2,,2,2,,NA,,NA,,NA,,NA,1,NA,NA,NA,NA,NA,,30,64,2,1,78,32,2,1,3,3,3,3,3,3,3,2,2,2,2,2,2,3,2,2,1,3,,2,1,2,1,,2,3000,1,11,11,11,11,11,11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,8,8,8,8,8,8,,ok,,more ppl,,ok,,more ppl,,,,more space,3,,2,,9,1,,1,68000,NA,1,2,2,3,1,NA,NA,NA,1980,2,L6C,NA,35056,3519036,NA,Markham--Unionville,Markham,CY,210.9319,338503,1604.7975673665292,1
2022-05-24T09:13:04Z,2022-05-24T09:19:05Z,100,361,1,2022-05-24T09:19:06Z,anonymous,EN,1,2,2,,6,7,2,NA,,2,6,,NA,,NA,,6,,NA,NA,NA,NA,NA,1,NA,,65,53,70,73,65,19,76,48,4,NA,NA,NA,NA,NA,NA,2,3,2,3,2,2,4,NA,NA,3,6,,NA,2,3,4,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,3,11,7,7,10,9,7,6,6,7,5,9,50,50,75,75,50,9,8,8,10,10,8,,,,,,,,,,,,,NA,,1,,NA,NA,,NA,NA,3,NA,NA,11,6,NA,NA,1,NA,NA,1,,NA,NA,NA,NA,,,,NA,NA,NA,0
2022-05-21T07:01:46Z,2022-05-21T07:18:37Z,100,1010,1,2022-05-21T07:18:38Z,anonymous,EN,1,2,2,Climate change,7,7,1,1,,1,1,,NA,,NA,,NA,,NA,NA,NA,NA,NA,1,NA,,72,52,65,74,42,62,61,NA,1,1,4,1,1,1,1,3,3,2,3,2,3,1,2,2,2,1,,2,2,2,1,,2,200,2,9,8,5,4,1,1,9,6,1,6,2,10,5,9,6,3,8,11,3,6,5,1,4,4,6,4,11,100,50,50,75,100,1,1,1,1,2,2,I live in a rural area with many large farms.  I live here because I don't want expansion,,Same answer as above,,Same answer as above,,Same answer as above,,I want to keep the neighborhood rural.,,Same answer as above.,,2,,2,,7,4,,3,91000,NA,1,1,2,2,1,NA,NA,NA,1957,2,K0K,35,35071,3514004,2,Northumberland--Peterborough South,Brighton,MU,223.2437,12108,54.23669290555568,1
2022-05-19T15:04:39Z,2022-05-19T15:17:37Z,100,777,1,2022-05-19T15:17:37Z,anonymous,EN,1,1,1,Economy,9,9,1,3,,1,2,,NA,,NA,,NA,,NA,NA,NA,1,NA,NA,NA,,71,99,78,35,99,62,31,41,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,3,,2,1,2,1,,1,1400,2,11,10,8,6,5,4,9,9,9,10,9,7,8,9,9,9,10,9,9,9,9,9,9,9,9,7,9,75,75,75,75,75,9,10,6,9,8,9,,More houses will be built,,More units in small area,,,,More units,,People will have more options,,More options to select,2,,1,,9,2,,1,55000,NA,1,1,2,2,NA,NA,NA,1,1955,1,K2J,35,35064,3506008,1,Nepean,Ottawa,CV,2788.1967,1017449,364.91292023980947,1
2022-05-26T08:34:45Z,2022-05-26T08:41:14Z,100,389,1,2022-05-26T08:41:14Z,anonymous,EN,1,1,1,honesty,10,9,1,4,,2,4,,NA,,NA,,NA,,NA,NA,NA,1,NA,NA,NA,,100,98,92,99,99,100,92,99,1,2,3,3,2,4,1,3,3,3,3,2,3,1,1,2,1,4,,1,1,1,1,,1,800,2,10,11,11,11,10,11,11,10,9,11,11,11,11,11,10,10,11,11,11,11,11,11,11,9,11,10,11,100,100,100,75,100,11,11,11,11,10,11,,improve,,want new beauty,,want new beauty,,want new beauty,,want new beauty,,want new beauty,2,,2,,10,1,,1,800,NA,1,1,3,2,NA,NA,NA,1,1973,2,N6P,NA,35025,3539036,NA,Elgin--Middlesex--London,London,CY,420.4995,422324,1004.3388874421967,1
2022-05-26T11:49:53Z,2022-05-26T12:06:33Z,100,999,1,2022-05-26T12:06:33Z,anonymous,EN,1,3,3,Workforce,7,7,1,2,,1,2,,NA,,NA,,NA,,NA,NA,1,NA,NA,NA,NA,,25,67,10,36,45,13,8,35,3,1,4,3,3,3,3,3,2,2,3,2,2,3,2,2,2,3,,2,2,2,1,,2,1500,2,10,8,5,2,2,1,5,7,5,6,5,8,6,5,8,5,6,6,6,5,5,5,6,6,5,6,5,75,75,75,25,50,5,5,5,5,6,6,No green space,,To tall for area,,To much of the same,,To talk for area,,,,,,1,,2,,7,1,,3,130000,NA,1,1,4,1,1,NA,NA,NA,1975,2,N0J,35,35080,3532002,2,Oxford,Norwich,TP,424.0077,11151,26.29905070120189,1
2022-05-18T16:54:39Z,2022-05-18T17:00:00Z,100,320,1,2022-05-18T17:00:00Z,anonymous,EN,1,4,4,dont know,8,8,1,2,,1,2,,NA,,NA,,NA,,1,NA,1,1,NA,NA,NA,,0,14,0,0,9,0,0,0,3,3,3,3,3,3,3,2,2,2,2,2,2,4,3,4,3,6,,NA,2,5,2,,2,580,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,7,10,11,10,11,9,1,10,12,25,50,50,50,50,9,10,9,8,9,9,,dont know,,dont know,,dont know,,dont know,,dont know,,dont know,6,,1,,4,5,,1,11581,NA,6,2,2,1,NA,NA,1,NA,1985,1,K2E,35,35079,3506008,1,Ottawa West--Nepean,Ottawa,CV,2788.1967,1017449,364.91292023980947,1
2022-05-26T10:22:09Z,2022-05-26T10:30:07Z,100,477,1,2022-05-26T10:30:07Z,anonymous,EN,1,2,2,I dont know,4,7,2,NA,,2,4,,NA,,NA,,NA,,NA,NA,1,NA,NA,NA,NA,,33,NA,51,NA,69,32,24,NA,2,4,3,2,3,2,2,1,1,1,1,3,1,2,2,2,1,2,,2,1,2,2,,1,2500,2,5,5,6,2,5,4,9,3,4,3,5,5,8,5,4,3,7,2,7,4,3,6,2,8,5,4,5,50,25,75,75,25,7,3,4,4,7,4,,There is housing for lots of people,Homes for more people,,Too big,,Too big,,,Too big,Too big,,6,,2,,6,2,,2,40666,NA,6,2,3,5,NA,1,NA,NA,1999,2,L1J,35,35074,3518013,1,Oshawa,Oshawa,CY,145.7163,175383,1203.5921856374339,1
2022-05-26T12:15:21Z,2022-05-26T12:20:43Z,100,321,1,2022-05-26T12:20:44Z,anonymous,EN,1,1,1,COVID-19,10,10,1,1,,1,1,,NA,,NA,,NA,,NA,1,NA,NA,NA,NA,NA,,100,40,65,77,100,89,56,66,1,1,1,2,4,1,1,2,2,2,2,2,2,1,3,2,1,1,,1,1,1,3,,2,9999,2,6,1,1,1,4,1,5,10,4,10,6,9,11,8,11,1,11,10,5,5,9,2,10,9,11,4,6,75,50,75,50,100,11,5,10,4,11,11,,Good,None,,,Good,Good,,,None,,Good,3,,1,,5,1,,2,50000,NA,6,2,4,1,NA,NA,1,NA,1990,1,M6A,35,35024,3520005,1,Eglinton--Lawrence,Toronto,C,631.0983,2794356,4427.766641108049,1
2022-05-26T12:21:03Z,2022-05-26T12:32:48Z,100,705,1,2022-05-26T12:32:49Z,anonymous,EN,1,2,2,inflation,7,8,1,2,,1,2,,NA,,NA,,NA,,1,NA,1,1,NA,NA,NA,,30,86,32,0,100,0,9,1,3,3,3,3,3,3,3,3,3,2,3,2,2,2,1,3,2,1,,2,1,1,1,,2,1050,2,11,11,10,4,2,1,11,11,4,11,11,11,11,12,1,5,9,11,9,7,1,1,12,11,4,4,11,75,100,100,75,100,9,1,10,1,11,11,,"keeps a nice skyline, nice amount of people coming into the neighbourhood,","too tall, would be parking issues, my area is an area with family homes parks etc so tower wouldn't fit in",,,"nice size, n people own property so take pride in community","people have no attachment to the community,",,,this is the type off housing that my area is so it would fit in,,would fit in with existing neighbourhood and bring nice density of housing availability,2,,2,,9,7,,3,1001,NA,1,1,5,3,NA,NA,1,NA,1976,2,N0L,35,35025,3534030,2,Elgin--Middlesex--London,Dutton/Dunwich,MU,294.3827,4152,14.104089676465364,1
2022-05-19T14:35:56Z,2022-05-19T15:22:02Z,100,2765,1,2022-05-19T15:22:02Z,anonymous,EN,1,2,2,Long term care,9,8,1,2,,1,1,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,1,,60,52,50,51,29,49,49,57,2,1,4,3,2,3,2,3,3,1,3,2,2,2,2,2,2,1,,2,2,1,1,,1,1200,2,11,9,8,6,5,4,8,8,3,7,7,9,8,9,8,8,10,9,8,9,8,5,7,9,9,9,9,75,75,25,50,75,8,6,8,6,7,9,,6 stories is not that hard to look at. 15 stories is an eyesore.,,,,6 stories is an acceptable height and will not be an eyesore.,,,,I live in a rural area where we have lots of waterfront space.,,Semi detached homes are a good way of achieving home ownership in a more affordable manner,5,,2,,7,5,,3,100000,NA,1,2,2,6,NA,NA,1,NA,1972,2,K0C,35,35102,3501005,2,Stormont--Dundas--South Glengarry,South Glengarry,TP,605.0159,13330,22.032478815845998,1
2022-05-26T07:18:32Z,2022-05-26T07:45:07Z,100,1595,1,2022-05-26T07:45:08Z,anonymous,EN,1,2,2,Healthcare,5,5,1,1,,5,NA,,NA,,1,,NA,,NA,NA,NA,NA,NA,1,NA,,68,46,55,0,54,36,41,28,1,1,1,1,1,1,1,2,3,3,3,2,3,1,1,1,1,1,,3,2,5,2,,2,NA,2,1,1,1,1,1,1,12,12,5,12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,10,12,12,75,25,25,25,25,10,4,10,6,8,7,,We have enough high rise apartments where i live,Same reason as above,,,Too many highrise buildings where i live,,,,Its good for families,,Good for families,6,,2,,5,4,,2,20000,NA,5,1,1,2,NA,NA,1,NA,1951,2,L8V,35,35037,3525005,1,Hamilton Mountain,Hamilton,C,1118.3101,569353,509.11907171365084,1
2022-05-21T08:02:00Z,2022-05-21T08:10:11Z,100,490,1,2022-05-21T08:10:11Z,anonymous,EN,1,2,3,Economy,4,7,1,2,,2,2,,NA,,NA,,NA,,NA,1,NA,NA,NA,NA,NA,,19,67,64,25,100,NA,NA,48,3,2,3,2,3,3,3,2,2,3,2,2,2,2,2,3,2,3,,2,2,5,1,,1,2500,2,7,6,4,3,3,2,4,5,5,4,5,5,6,6,6,4,5,7,5,7,5,1,8,6,8,6,3,50,50,75,50,75,6,6,5,3,6,5,,,,,Yes,,Yes,,,,Its a detached area,,5,,1,,7,1,,1,70000,NA,3,1,1,3,NA,NA,1,NA,NA,1,N2M,35,35045,3530013,1,Kitchener Centre,Kitchener,CY,136.8149,256885,1877.6098217372523,1
2022-05-26T10:27:43Z,2022-05-26T10:36:14Z,100,511,1,2022-05-26T10:36:15Z,anonymous,EN,1,2,2,Housing,6,7,1,3,,1,3,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,1,,27,18,74,59,NA,44,68,40,2,2,2,3,3,4,3,3,1,3,3,3,3,3,3,3,2,2,,2,2,3,1,,1,2000,1,8,4,2,1,1,1,8,5,7,8,5,8,7,7,7,9,4,3,4,9,8,1,8,6,7,11,6,75,100,25,75,50,8,7,7,4,6,7,,Good height,,Too high,,Yes,Too high,,,,,Family,4,,1,,4,1,,1,12300,NA,6,2,1,6,NA,1,NA,NA,1983,1,M1H,35,35095,3520005,1,Scarborough--Guildwood,Toronto,C,631.0983,2794356,4427.766641108049,1
2022-05-18T17:36:29Z,2022-05-18T17:55:46Z,100,1156,1,2022-05-18T17:55:46Z,anonymous,EN,1,1,1,N/A,3,6,1,4,,1,6,,NA,,NA,,4,,NA,NA,NA,NA,NA,NA,1,,52,24,NA,72,59,32,44,30,1,3,4,3,1,3,3,3,3,2,2,1,3,2,1,2,2,4,,2,1,2,2,,2,600,1,9,7,6,6,5,4,9,4,1,1,4,4,4,1,1,9,7,11,6,9,9,4,7,4,11,11,7,50,50,75,25,75,8,6,6,4,9,9,,More available houses,,,,,Too many residents,,,More private space,,Acceptable amount of residents,3,,1,,7,1,,2,22000,NA,6,2,4,1,NA,NA,1,NA,1997,1,M1P,35,35094,3520005,1,Scarborough Centre,Toronto,C,631.0983,2794356,4427.766641108049,1
